,Somamer,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism_x,Units,Type,Dilution,Symbol,Symbol_unique,EstimatedCV,EstimatedCV_low,PlasmaScaleFactor_v4_to_v4.1,PlasmaLinsCCC,PlasmaLinsCCC_low
4159,LGSN.24499.36,24499-36,3,SL023670,Lengsin,LGSN,Q5TDP6,51557,LGSN,Human,RFU,Protein,20,LGSN,LGSN,3,1,,,0
4160,RIPPLY3.24634.1,24634-1,3,SL014858,Protein ripply3,DSCR6,P57055,53820,RIPPLY3,Human,RFU,Protein,20,RIPPLY3,RIPPLY3,4.5,1,,,0
4161,TRAPPC6A.24635.25,24635-25,3,SL023301,Trafficking protein particle complex subunit 6A,TPC6A,O75865,79090,TRAPPC6A,Human,RFU,Protein,20,TRAPPC6A,TRAPPC6A,3,1,,,0
4162,DRAP1.24636.9,24636-9,3,SL006052,Dr1-associated corepressor,Dr1-associated corepressor,Q14919,10589,DRAP1,Human,RFU,Protein,20,DRAP1,DRAP1,5,1,,,0
4163,TCEAL5.24637.3,24637-3,3,SL023182,Transcription elongation factor A protein-like 5,TCAL5,Q5H9L2,340543,TCEAL5,Human,RFU,Protein,20,TCEAL5,TCEAL5,5.5,1,,,0
4164,FAM89B.24638.3,24638-3,3,SL023635,Leucine repeat adapter protein 25,LRA25,Q8N5H3,23625,FAM89B,Human,RFU,Protein,20,FAM89B,FAM89B,9,1,,,0
4165,HEY1.24640.63,24640-63,3,SL023051,Hairy/enhancer-of-split related with YRPW motif protein 1,HEY1,Q9Y5J3,23462,HEY1,Human,RFU,Protein,20,HEY1,HEY1.2,5,1,,,0
4166,CLDN1.24641.10,24641-10,3,SL011993,Claudin-1,CLD1,O95832,9076,CLDN1,Human,RFU,Protein,20,CLDN1,CLDN1,7,1,,,0
4167,FAM92A.24642.21,24642-21,3,SL023249,Protein FAM92A,FA92A,A1XBS5,137392,FAM92A,Human,RFU,Protein,20,FAM92A,FAM92A,2.5,1,,,0
4168,CRYL1.24643.21,24643-21,3,SL008428,Lambda-crystallin homolog,CRYL1,Q9Y2S2,51084,CRYL1,Human,RFU,Protein,20,CRYL1,CRYL1,5,1,,,0
4169,BIN3.24645.2,24645-2,3,SL023350,Bridging integrator 3,BIN3,Q9NQY0,55909,BIN3,Human,RFU,Protein,20,BIN3,BIN3,4.5,1,,,0
4170,AGXT.24646.47,24646-47,3,SL006473,Serine--pyruvate aminotransferase,SPYA,P21549,189,AGXT,Human,RFU,Protein,20,AGXT,AGXT,4.5,1,,,0
4171,APOBEC2.24647.3,24647-3,3,SL023503,C->U-editing enzyme APOBEC-2,ABEC2,Q9Y235,10930,APOBEC2,Human,RFU,Protein,20,APOBEC2,APOBEC2,3.5,1,,,0
4172,SLBP.24648.8,24648-8,3,SL014944,Histone RNA hairpin-binding protein,SLBP,Q14493,7884,SLBP,Human,RFU,Protein,20,SLBP,SLBP,3.5,1,,,0
4173,NTAQ1.24649.11,24649-11,3,SL023296,Protein N-terminal glutamine amidohydrolase,NTAQ1,Q96HA8,55093,NTAQ1,Human,RFU,Protein,20,NTAQ1,NTAQ1,4.5,1,,,0
4174,RTN1.24651.1,24651-1,3,SL016462,Reticulon-1,RTN1,Q16799,6252,RTN1,Human,RFU,Protein,0.5,RTN1,RTN1,3,1,,,0
4175,HES6.24654.13,24654-13,3,SL023217,Transcription cofactor HES-6,HES6,Q96HZ4,55502,HES6,Human,RFU,Protein,20,HES6,HES6,6.5,1,,,0
4176,RILPL2.24655.23,24655-23,3,SL023307,RILP-like protein 2,RIPL2,Q969X0,196383,RILPL2,Human,RFU,Protein,20,RILPL2,RILPL2,5,1,,,0
4177,PHETA2.24656.6,24656-6,3,SL023619,Sesquipedalian-2,SESQ2,Q6ICB4,150368,PHETA2,Human,RFU,Protein,20,PHETA2,PHETA2,4.5,1,,,0
4178,CCDC115.24658.98,24658-98,3,SL023340,Coiled-coil domain-containing protein 115,CC115,Q96NT0,84317,CCDC115,Human,RFU,Protein,20,CCDC115,CCDC115,3,1,,,0
4179,DNAJB13.24659.6,24659-6,3,SL009432,DnaJ homolog subfamily B member 13,DJB13,P59910,374407,DNAJB13,Human,RFU,Protein,20,DNAJB13,DNAJB13,3.5,1,,,0
4180,MAP6D1.24661.4,24661-4,3,SL023341,MAP6 domain-containing protein 1,MA6D1,Q9H9H5,79929,MAP6D1,Human,RFU,Protein,20,MAP6D1,MAP6D1,4.5,1,,,0
4181,TTC36.24662.78,24662-78,3,SL023641,Tetratricopeptide repeat protein 36,TTC36,A6NLP5,143941,TTC36,Human,RFU,Protein,20,TTC36,TTC36,3.5,1,,,0
4182,EMC10.24664.3,24664-3,3,SL016466,UPF0510 protein INM02,INM02,Q5UCC4,284361,EMC10,Human,RFU,Protein,0.5,EMC10,EMC10,3.5,1,,,0
4183,REM1.24665.48,24665-48,3,SL019956,GTP-binding protein REM 1,REM1,O75628,28954,REM1,Human,RFU,Protein,20,REM1,REM1,2.5,1,,,0
4184,CT45A1.24667.27,24667-27,3,SL023590,Cancer/testis antigen family 45 member A1,CT451,Q5HYN5,541466,CT45A1,Human,RFU,Protein,20,CT45A1,CT45A1,3,1,,,0
4185,DNAJC5B.24669.12,24669-12,3,SL023380,DnaJ homolog subfamily C member 5B,DNJ5B,Q9UF47,85479,DNAJC5B,Human,RFU,Protein,20,DNAJC5B,DNAJC5B,6,1,,,0
4186,PIH1D1.24670.1,24670-1,3,SL023273,PIH1 domain-containing protein 1,PIHD1,Q9NWS0,55011,PIH1D1,Human,RFU,Protein,20,PIH1D1,PIH1D1,6,1,,,0
4187,PYCARD.24671.15,24671-15,3,SL007810,Apoptosis-associated speck-like protein containing a CARD,ASC,Q9ULZ3,29108,PYCARD,Human,RFU,Protein,20,PYCARD,PYCARD,5.5,1,,,0
4188,EGLN2.24674.22,24674-22,3,SL010913,Egl nine homolog 2,EGLN2,Q96KS0,112398,EGLN2,Human,RFU,Protein,20,EGLN2,EGLN2,4,1,,,0
4189,MAST4.24675.2,24675-2,3,SL023492,Microtubule-associated serine/threonine-protein kinase 4,MAST4,O15021,375449,MAST4,Human,RFU,Protein,20,MAST4,MAST4,4,1,,,0
4190,CFAP298.24676.105,24676-105,3,SL018878,Uncharacterized protein C21orf59,CU059,P57076,56683,CFAP298,Human,RFU,Protein,20,CFAP298,CFAP298,2.5,1,,,0
4191,RER1.24677.106,24677-106,3,SL023278,Protein RER1,RER1,O15258,11079,RER1,Human,RFU,Protein,20,RER1,RER1,11,1,,,0
4192,AVEN.24678.10,24678-10,3,SL023411,Cell death regulator Aven,AVEN,Q9NQS1,57099,AVEN,Human,RFU,Protein,20,AVEN,AVEN,3.5,1,,,0
4193,ETV7.24679.35,24679-35,3,SL023233,Transcription factor ETV7,ETV7,Q9Y603,51513,ETV7,Human,RFU,Protein,20,ETV7,ETV7,6.5,1,,,0
4194,CCL20.2468.62,2468-62,3,SL000133,C-C motif chemokine 20,MIP-3a,P78556,6364,CCL20,Human,RFU,Protein,20,CCL20,CCL20,3.5,1,1.116,0.804,0
4195,TMX1.24680.51,24680-51,3,SL007663,Thioredoxin domain-containing protein 1,TXND1,Q9H3N1,81542,TMX1,Human,RFU,Protein,20,TMX1,TMX1,2.5,1,,,0
4196,PSPH.24681.2,24681-2,3,SL013067,Phosphoserine phosphatase,SERB,P78330,5723,PSPH,Human,RFU,Protein,20,PSPH,PSPH,3,1,,,0
4197,CYBRD1.24682.35,24682-35,3,SL010790,Cytochrome b reductase 1,CYBR1,Q53TN4,79901,CYBRD1,Human,RFU,Protein,0.5,CYBRD1,CYBRD1,17.5,0,,,0
4198,GIMAP7.24683.11,24683-11,3,SL023426,GTPase IMAP family member 7,GIMA7,Q8NHV1,168537,GIMAP7,Human,RFU,Protein,20,GIMAP7,GIMAP7,2.5,1,,,0
4199,GIMAP4.24684.7,24684-7,3,SL019969,GTPase IMAP family member 4,GIMA4,Q9NUV9,55303,GIMAP4,Human,RFU,Protein,20,GIMAP4,GIMAP4,3,1,,,0
4200,SNX11.24685.12,24685-12,3,SL023289,Sorting nexin-11,SNX11,Q9Y5W9,29916,SNX11,Human,RFU,Protein,20,SNX11,SNX11,4,1,,,0
4201,ACBD4.24686.19,24686-19,3,SL015085,Acyl-CoA-binding domain-containing protein 4,ACBD4,Q8NC06,79777,ACBD4,Human,RFU,Protein,20,ACBD4,ACBD4,3.5,1,,,0
4202,TTPAL.24687.18,24687-18,3,SL023280,Alpha-tocopherol transfer protein-like,TTPAL,Q9BTX7,79183,TTPAL,Human,RFU,Protein,20,TTPAL,TTPAL,7,1,,,0
4203,DMRTB1.24688.9,24688-9,3,SL023648,Doublesex- and mab-3-related transcription factor B1,DMRTB,Q96MA1,63948,DMRTB1,Human,RFU,Protein,20,DMRTB1,DMRTB1,5,1,,,0
4204,CAVIN1.24689.9,24689-9,3,SL008229,Polymerase I and transcript release factor,PTRF,Q6NZI2,284119,CAVIN1,Human,RFU,Protein,20,CAVIN1,CAVIN1,3.5,1,,,0
4205,CABP2.24690.1,24690-1,3,SL023584,Calcium-binding protein 2,CABP2,Q9NPB3,51475,CABP2,Human,RFU,Protein,20,CABP2,CABP2,4.5,1,,,0
4206,CLIC3.24693.5,24693-5,3,SL010855,Chloride intracellular channel protein 3,CLIC3,O95833,9022,CLIC3,Human,RFU,Protein,20,CLIC3,CLIC3,4,1,,,0
4207,SLC9A3R1.24694.158,24694-158,3,SL008393,Ezrin-radixin-moesin-binding phosphoprotein 50,NHERF,O14745,9368,SLC9A3R1,Human,RFU,Protein,20,SLC9A3R1,SLC9A3R1,6.5,1,,,0
4208,PLEKHB1.24695.8,24695-8,3,SL023616,Pleckstrin homology domain-containing family B member 1,PKHB1,Q9UF11,58473,PLEKHB1,Human,RFU,Protein,20,PLEKHB1,PLEKHB1,3,1,,,0
4209,MAGIX.24696.14,24696-14,3,SL023607,PDZ domain-containing protein MAGIX,MAGIX,Q9H6Y5,79917,MAGIX,Human,RFU,Protein,20,MAGIX,MAGIX.1,2.5,1,,,0
4210,HNRNPA0.24697.48,24697-48,3,SL013079,Heterogeneous nuclear ribonucleoprotein A0,ROA0,Q13151,10949,HNRNPA0,Human,RFU,Protein,20,HNRNPA0,HNRNPA0,5.5,1,,,0
4211,PRPF18.24698.12,24698-12,3,SL023310,Pre-mRNA-splicing factor 18,PRP18,Q99633,8559,PRPF18,Human,RFU,Protein,20,PRPF18,PRPF18,4.5,1,,,0
4212,ARL6IP1.24699.20,24699-20,3,SL014959,ADP-ribosylation factor-like protein 6-interacting protein 1,AR6P1,Q15041,23204,ARL6IP1,Human,RFU,Protein,20,ARL6IP1,ARL6IP1,5,1,,,0
4213,DTNA.24701.21,24701-21,3,SL023578,Dystrobrevin alpha,DTNA,Q9Y4J8,1837,DTNA,Human,RFU,Protein,20,DTNA,DTNA.1,2.5,1,,,0
4214,CCDC149.24702.31,24702-31,3,SL023564,Coiled-coil domain-containing protein 149,CC149,Q6ZUS6,91050,CCDC149,Human,RFU,Protein,20,CCDC149,CCDC149,3,1,,,0
4215,COMMD5.24704.38,24704-38,3,SL023519,COMM domain-containing protein 5,COMD5,Q9GZQ3,28991,COMMD5,Human,RFU,Protein,20,COMMD5,COMMD5,2.5,1,,,0
4216,CFDP1.24706.73,24706-73,3,SL015305,Craniofacial development protein 1,CFDP1,Q9UEE9,10428,CFDP1,Human,RFU,Protein,20,CFDP1,CFDP1,4,1,,,0
4217,CXorf38.24707.6,24707-6,3,SL023476,Uncharacterized protein CXorf38,CX038,Q8TB03,159013,CXorf38,Human,RFU,Protein,20,CXorf38,CXorf38,5.5,1,,,0
4218,DHRS3.24708.7,24708-7,3,SL023299,Short-chain dehydrogenase/reductase 3,DHRS3,O75911,9249,DHRS3,Human,RFU,Protein,20,DHRS3,DHRS3,3,1,,,0
4219,MTUS2.24710.1,24710-1,3,SL023653,Microtubule-associated tumor suppressor candidate 2,MTUS2,Q5JR59,23281,MTUS2,Human,RFU,Protein,20,MTUS2,MTUS2,3,1,,,0
4220,SHOX.24711.21,24711-21,3,SL023643,Short stature homeobox protein,SHOX,O15266,6473,SHOX,Human,RFU,Protein,20,SHOX,SHOX,4,1,,,0
4221,GTPBP10.24712.6,24712-6,3,SL023534,GTP-binding protein 10,GTPBA,A4D1E9,85865,GTPBP10,Human,RFU,Protein,20,GTPBP10,GTPBP10,5,1,,,0
4222,MAGIX.24713.4,24713-4,3,SL023607,PDZ domain-containing protein MAGIX,MAGIX,Q9H6Y5,79917,MAGIX,Human,RFU,Protein,20,MAGIX,MAGIX.2,4,1,,,0
4223,PTPA.24717.26,24717-26,3,SL010948,Serine/threonine-protein phosphatase 2A regulatory subunit B',PTPA,Q15257,5524,PTPA,Human,RFU,Protein,0.5,PTPA,PTPA,5,1,,,0
4224,LRRC75A.24718.8,24718-8,3,SL023625,Leucine-rich repeat-containing protein 75A,LR75A,Q8NAA5,388341,LRRC75A,Human,RFU,Protein,20,LRRC75A,LRRC75A,2.5,1,,,0
4225,ANKRD16.24720.10,24720-10,3,SL023514,Ankyrin repeat domain-containing protein 16,ANR16,Q6P6B7,54522,ANKRD16,Human,RFU,Protein,20,ANKRD16,ANKRD16,5,1,,,0
4226,GOLPH3.24721.17,24721-17,3,SL023485,Golgi phosphoprotein 3,GOLP3,Q9H4A6,64083,GOLPH3,Human,RFU,Protein,20,GOLPH3,GOLPH3,5,1,,,0
4227,SPIN3.24722.13,24722-13,3,SL021796,Spindlin-3,SPIN3,Q5JUX0,169981,SPIN3,Human,RFU,Protein,20,SPIN3,SPIN3,4.5,1,,,0
4228,EIF2S2.24723.58,24723-58,3,SL005729,Eukaryotic translation initiation factor 2 subunit 2,eIF-2-beta,P20042,8894,EIF2S2,Human,RFU,Protein,20,EIF2S2,EIF2S2,5.5,1,,,0
4229,VPS26B.24724.4,24724-4,3,SL023536,Vacuolar protein sorting-associated protein 26B,VP26B,Q4G0F5,112936,VPS26B,Human,RFU,Protein,20,VPS26B,VPS26B,3.5,1,,,0
4230,COPS5.24725.4,24725-4,3,SL015121,COP9 signalosome complex subunit 5,CSN5,Q92905,10987,COPS5,Human,RFU,Protein,20,COPS5,COPS5,12,1,,,0
4231,APCS.2474.54,2474-54,5,SL000573,Serum amyloid P-component,SAP,P02743,325,APCS,Human,RFU,Protein,0.005,APCS,APCS,7.5,1,1.117,0.862,0
4232,KIT.2475.1,2475-1,3,SL004010,Mast/stem cell growth factor receptor Kit,SCF sR,P10721,3815,KIT,Human,RFU,Protein,0.5,KIT,KIT,7,1,0.83,0.816,0
4233,TIMP3.2480.58,2480-58,3,SL003043,Metalloproteinase inhibitor 3,TIMP-3,P35625,7078,TIMP3,Human,RFU,Protein,20,TIMP3,TIMP3,9.5,1,0.904,0.859,0
4234,EPS8L2.24891.54,24891-54,3,SL009030,Epidermal growth factor receptor kinase substrate 8-like protein 2,ES8L2,Q9H6S3,64787,EPS8L2,Human,RFU,Protein,20,EPS8L2,EPS8L2,3.5,1,,,0
4235,SHCBP1L.24892.8,24892-8,3,SL023565,Testicular spindle-associated protein SHCBP1L,SHP1L,Q9BZQ2,81626,SHCBP1L,Human,RFU,Protein,20,SHCBP1L,SHCBP1L,3,1,,,0
4236,FCHSD1.24895.25,24895-25,3,SL023599,F-BAR and double SH3 domains protein 1,FCSD1,Q86WN1,89848,FCHSD1,Human,RFU,Protein,0.5,FCHSD1,FCHSD1,4,1,,,0
4237,MEN1.24896.5,24896-5,3,SL023247,Menin,MEN1,O00255,4221,MEN1,Human,RFU,Protein,20,MEN1,MEN1,4,1,,,0
4238,SCFD1.24898.39,24898-39,3,SL010952,Sec1 family domain-containing protein 1,SCFD1,Q8WVM8,23256,SCFD1,Human,RFU,Protein,20,SCFD1,SCFD1,9.5,1,,,0
4239,EPS8L1.24899.13,24899-13,3,SL013218,Epidermal growth factor receptor kinase substrate 8-like protein 1,ES8L1,Q8TE68,54869,EPS8L1,Human,RFU,Protein,20,EPS8L1,EPS8L1,4,1,,,0
4240,VPS9D1.24900.46,24900-46,3,SL023577,VPS9 domain-containing protein 1,VP9D1,Q9Y2B5,9605,VPS9D1,Human,RFU,Protein,20,VPS9D1,VPS9D1,6.5,1,,,0
4241,VIL1.24901.4,24901-4,3,SL013734,Villin-1,VILI,P09327,7429,VIL1,Human,RFU,Protein,20,VIL1,VIL1,6,1,,,0
4242,GPHN.24902.84,24902-84,3,SL023226,Gephyrin,GEPH,Q9NQX3,10243,GPHN,Human,RFU,Protein,20,GPHN,GPHN,4.5,1,,,0
4243,KLHL14.24903.7,24903-7,3,SL023566,Kelch-like protein 14,KLH14,Q9P2G3,57565,KLHL14,Human,RFU,Protein,20,KLHL14,KLHL14,3.5,1,,,0
4244,STXBP4.24904.121,24904-121,3,SL023600,Syntaxin-binding protein 4,STXB4,Q6ZWJ1,252983,STXBP4,Human,RFU,Protein,20,STXBP4,STXBP4,4,1,,,0
4245,EOLA1.24905.22,24905-22,3,SL023688,Protein CXorf40A,CX04A,Q8TE69,91966,EOLA1,Human,RFU,Protein,20,EOLA1,EOLA1,4,1,,,0
4246,PMPCA.24907.3,24907-3,3,SL023621,Mitochondrial-processing peptidase subunit alpha,MPPA,Q10713,23203,PMPCA,Human,RFU,Protein,0.5,PMPCA,PMPCA,4.5,1,,,0
4247,AMPH.24908.19,24908-19,3,SL008876,Amphiphysin,AMPH,P49418,273,AMPH,Human,RFU,Protein,20,AMPH,AMPH,3,1,,,0
4248,PLCD1.24909.40,24909-40,3,SL011669,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1",Phospholipase C-delta-1,P51178,5333,PLCD1,Human,RFU,Protein,20,PLCD1,PLCD1,4.5,1,,,0
4249,NONO.24910.18,24910-18,3,SL010248,Non-POU domain-containing octamer-binding protein,NonO protein,Q15233,4841,NONO,Human,RFU,Protein,20,NONO,NONO,4.5,1,,,0
4250,MVP.24911.57,24911-57,3,SL002568,LRP,LRP,Q14764,9961,MVP,Human,RFU,Protein,20,MVP,MVP,7.5,1,,,0
4251,WDR26.24912.40,24912-40,3,SL023747,WD repeat-containing protein 26,WDR26,Q9H7D7,80232,WDR26,Human,RFU,Protein,20,WDR26,WDR26,3,1,,,0
4252,EZH2.24914.10,24914-10,3,SL003868,Enhancer of zeste homolog 2,EZH2,Q15910,2146,EZH2,Human,RFU,Protein,20,EZH2,EZH2,4,1,,,0
4253,CAPN13.24915.123,24915-123,3,SL023617,Calpain-13,CAN13,Q6MZZ7,92291,CAPN13,Human,RFU,Protein,20,CAPN13,CAPN13,9,1,,,0
4254,DNAJC1.24917.95,24917-95,3,SL023550,DnaJ homolog subfamily C member 1,DNJC1,Q96KC8,64215,DNAJC1,Human,RFU,Protein,20,DNAJC1,DNAJC1,6,1,,,0
4255,GLS.24920.6,24920-6,3,SL023055,"Glutaminase kidney isoform, mitochondrial",GLSK,O94925,2744,GLS,Human,RFU,Protein,20,GLS,GLS,4,1,,,0
4256,HIRIP3.24921.73,24921-73,3,SL015196,HIRA-interacting protein 3,HIRP3,Q9BW71,8479,HIRIP3,Human,RFU,Protein,20,HIRIP3,HIRIP3,6.5,1,,,0
4257,NHLRC2.24922.19,24922-19,3,SL011264,NHL repeat-containing protein 2,NHLC2,Q8NBF2,374354,NHLRC2,Human,RFU,Protein,20,NHLRC2,NHLRC2,4,1,,,0
4258,SCRN3.24923.27,24923-27,3,SL023613,Secernin-3,SCRN3,Q0VDG4,79634,SCRN3,Human,RFU,Protein,20,SCRN3,SCRN3,3,1,,,0
4259,KHSRP.24926.9,24926-9,3,SL013144,Far upstream element-binding protein 2,FUBP2,Q92945,8570,KHSRP,Human,RFU,Protein,20,KHSRP,KHSRP,4.5,1,,,0
4260,MZT2A.24928.20,24928-20,3,SL023664,Mitotic-spindle organizing protein 2A,MZT2A,Q6P582,653784,MZT2A,Human,RFU,Protein,20,MZT2A,MZT2A,6,1,,,0
4261,SOX6.24929.26,24929-26,3,SL023245,Transcription factor SOX-6,SOX6,P35712,55553,SOX6,Human,RFU,Protein,20,SOX6,SOX6,3,1,,,0
4262,EPS8L3.24931.9,24931-9,3,SL006672,Epidermal growth factor receptor kinase substrate 8-like protein 3,ES8L3,Q8TE67,79574,EPS8L3,Human,RFU,Protein,20,EPS8L3,EPS8L3,4,1,,,0
4263,OGFR.24934.96,24934-96,3,SL013284,Opioid growth factor receptor,OGFR,Q9NZT2,11054,OGFR,Human,RFU,Protein,20,OGFR,OGFR,6,1,,,0
4264,FOXP1.24935.62,24935-62,3,SL015230,Forkhead box protein P1,FOXP1,Q9H334,27086,FOXP1,Human,RFU,Protein,20,FOXP1,FOXP1,3,1,,,0
4265,ARHGAP26.24937.7,24937-7,3,SL015344,Rho GTPase-activating protein 26,RHG26,Q9UNA1,23092,ARHGAP26,Human,RFU,Protein,20,ARHGAP26,ARHGAP26,4.5,1,,,0
4266,AP2B1.24938.7,24938-7,3,SL007320,AP-2 complex subunit beta-1,AP2B1,P63010,163,AP2B1,Human,RFU,Protein,0.5,AP2B1,AP2B1,3.5,1,,,0
4267,IKBKB.24940.3,24940-3,3,SL004539,Inhibitor of nuclear factor kappa B kinase beta subunit,IKK-beta,O14920,3551,IKBKB,Human,RFU,Protein,20,IKBKB,IKBKB,4,1,,,0
4268,CLUH.24941.14,24941-14,3,SL023678,Clustered mitochondria protein homolog,CLU,O75153,23277,CLUH,Human,RFU,Protein,20,CLUH,CLUH,2.5,1,,,0
4269,UNC13D.24942.22,24942-22,3,SL011251,Protein unc-13 homolog D,UN13D,Q70J99,201294,UNC13D,Human,RFU,Protein,20,UNC13D,UNC13D,8,1,,,0
4270,REPS2.24944.12,24944-12,3,SL023628,RalBP1-associated Eps domain-containing protein 2,REPS2,Q8NFH8,9185,REPS2,Human,RFU,Protein,20,REPS2,REPS2,4,1,,,0
4271,SNX27.24945.16,24945-16,3,SL023640,Sorting nexin-27,SNX27,Q96L92,81609,SNX27,Human,RFU,Protein,20,SNX27,SNX27,3.5,1,,,0
4272,ARHGAP22.24946.9,24946-9,3,SL023675,Rho GTPase-activating protein 22,RHG22,Q7Z5H3,58504,ARHGAP22,Human,RFU,Protein,20,ARHGAP22,ARHGAP22,2.5,1,,,0
4273,NUMBL.24947.40,24947-40,3,SL007800,Numb-like protein,NUMBL,Q9Y6R0,9253,NUMBL,Human,RFU,Protein,20,NUMBL,NUMBL,3,1,,,0
4274,PSPC1.24948.79,24948-79,3,SL013224,Paraspeckle component 1,PSPC1,Q8WXF1,55269,PSPC1,Human,RFU,Protein,20,PSPC1,PSPC1,3,1,,,0
4275,SARG.24950.21,24950-21,3,SL013260,Specifically androgen-regulated gene protein,SARG,Q9BW04,79098,SARG,Human,RFU,Protein,20,SARG,SARG,5,1,,,0
4276,VAC14.24951.3,24951-3,3,SL023253,Protein VAC14 homolog,VAC14,Q08AM6,55697,VAC14,Human,RFU,Protein,20,VAC14,VAC14,6,1,,,0
4277,FUBP3.24952.28,24952-28,3,SL013242,Far upstream element-binding protein 3,FUBP3,Q96I24,8939,FUBP3,Human,RFU,Protein,20,FUBP3,FUBP3,4.5,1,,,0
4278,KIF3B.24953.27,24953-27,3,SL006988,Kinesin-like protein KIF3B,KIF3B,O15066,9371,KIF3B,Human,RFU,Protein,20,KIF3B,KIF3B,3,1,,,0
4279,AP1B1.24954.83,24954-83,3,SL008185,AP-1 complex subunit beta-1,AP1B1,Q10567,162,AP1B1,Human,RFU,Protein,20,AP1B1,AP1B1,5.5,1,,,0
4280,ZHX2.24955.116,24955-116,3,SL020104,Zinc fingers and homeoboxes protein 2,ZHX2,Q9Y6X8,22882,ZHX2,Human,RFU,Protein,20,ZHX2,ZHX2,3.5,1,,,0
4281,METTL3.24956.1,24956-1,3,SL023189,N6-adenosine-methyltransferase 70 kDa subunit,MTA70,Q86U44,56339,METTL3,Human,RFU,Protein,20,METTL3,METTL3,5,1,,,0
4282,ESPN.24957.6,24957-6,3,SL014551,Espin,ESPN,B1AK53,83715,None,Human,RFU,Protein,20,ESPN,ESPN,4.5,1,,,0
4283,RFX5.24958.3,24958-3,3,SL023563,DNA-binding protein RFX5,RFX5,P48382,5993,RFX5,Human,RFU,Protein,20,RFX5,RFX5,4.5,1,,,0
4284,CYB5R4.24959.20,24959-20,3,SL020262,Cytochrome b5 reductase 4,NB5R4,Q7L1T6,51167,CYB5R4,Human,RFU,Protein,20,CYB5R4,CYB5R4,3.5,1,,,0
4285,HIP1R.24960.48,24960-48,3,SL013722,Huntingtin-interacting protein 1-related protein,HIP1R,O75146,9026,HIP1R,Human,RFU,Protein,20,HIP1R,HIP1R,4,1,,,0
4286,SH3KBP1.24962.7,24962-7,3,SL023606,SH3 domain-containing kinase-binding protein 1,SH3K1,Q96B97,30011,SH3KBP1,Human,RFU,Protein,20,SH3KBP1,SH3KBP1,3.5,1,,,0
4287,ARMC3.24963.1,24963-1,3,SL023478,Armadillo repeat-containing protein 3,ARMC3,Q5W041,219681,ARMC3,Human,RFU,Protein,20,ARMC3,ARMC3,4,1,,,0
4288,PCDH1.24967.4,24967-4,3,SL008346,Protocadherin-1,PCDH1,Q08174,5097,PCDH1,Human,RFU,Protein,20,PCDH1,PCDH1,7.5,1,,,0
4289,TIAM2.24968.10,24968-10,3,SL023580,T-lymphoma invasion and metastasis-inducing protein 2,TIAM2,Q8IVF5,26230,TIAM2,Human,RFU,Protein,20,TIAM2,TIAM2,4.5,1,,,0
4290,SRRT.24970.117,24970-117,3,SL023255,Serrate RNA effector molecule homolog,SRRT,Q9BXP5,51593,SRRT,Human,RFU,Protein,20,SRRT,SRRT,4.5,1,,,0
4291,INPP5F.24971.2,24971-2,3,SL011316,Phosphatidylinositide phosphatase SAC2,SAC2,Q9Y2H2,22876,INPP5F,Human,RFU,Protein,20,INPP5F,INPP5F,4,1,,,0
4292,MICALL1.24973.11,24973-11,3,SL018387,MICAL-like protein 1,MILK1,Q8N3F8,85377,MICALL1,Human,RFU,Protein,20,MICALL1,MICALL1,3,1,,,0
4293,FCRLA.24975.3,24975-3,3,SL012627,Fc receptor-like A,FCRLA,Q7L513,84824,FCRLA,Human,RFU,Protein,20,FCRLA,FCRLA,3,1,,,0
4294,VILL.24977.18,24977-18,3,SL021182,Villin-like protein,VILL,O15195,50853,VILL,Human,RFU,Protein,20,VILL,VILL,10,1,,,0
4295,EIF3B.24979.17,24979-17,3,SL013051,Eukaryotic translation initiation factor 3 subunit B,EIF3B,P55884,8662,EIF3B,Human,RFU,Protein,20,EIF3B,EIF3B,6,1,,,0
4296,DYNC1LI1.24981.8,24981-8,3,SL023261,Cytoplasmic dynein 1 light intermediate chain 1,DC1L1,Q9Y6G9,51143,DYNC1LI1,Human,RFU,Protein,20,DYNC1LI1,DYNC1LI1,6,1,,,0
4297,MPP5.24982.33,24982-33,3,SL019481,MAGUK p55 subfamily member 5,MPP5,Q8N3R9,64398,MPP5,Human,RFU,Protein,20,MPP5,MPP5,4,1,,,0
4298,ERC1.24983.119,24983-119,3,SL006623,ELKS/RAB6-interacting/CAST family member 1,RB6I2,Q8IUD2,23085,ERC1,Human,RFU,Protein,20,ERC1,ERC1,7.5,1,,,0
4299,ANGPT4.2500.2,2500-2,3,SL004643,Angiopoietin-4,Angiopoietin-4,Q9Y264,51378,ANGPT4,Human,RFU,Protein,20,ANGPT4,ANGPT4,4,1,1,0.754,0
4300,CDH1.2501.51,2501-51,3,SL000055,Cadherin-1,Cadherin E,P12830,999,CDH1,Human,RFU,Protein,0.5,CDH1,CDH1.3,5.5,1,,,0
4301,VCP.25033.194,25033-194,3,SL005680,Transitional endoplasmic reticulum ATPase,TER ATPase,P55072,7415,VCP,Human,RFU,Protein,20,VCP,VCP,7,1,,,0
